230,/static/music/surprisehindi/4.mp3,surprisehindi,Naacho Naacho,/static/covers/surprisehindi/4.jpg
231,/static/music/surprisehindi/5.mp3,surprisehindi,Rait Zara Si,/static/covers/surprisehindi/5.jpg
232,/static/music/surprisehindi/6.mp3,surprisehindi,Saibo,/static/covers/surprisehindi/6.jpg
233,/static/music/surprisehindi/7.mp3,surprisehindi,Sau Aasmaan,/static/covers/surprisehindi/7.jpg
234,/static/music/surprisehindi/8.mp3,surprisehindi,Sooraj Ki Baahon Mein,/static/covers/surprisehindi/8.jpg
235,/static/music/surprisehindi/9.mp3,surprisehindi,Srivalli,/static/covers/surprisehindi/9.jpg
236,/static/music/surprisehindi/10.mp3,surprisehindi,Uff Teri Adaa,/static/covers/surprisehindi/10.jpg
237,/static/music/angrypunjabi/1.mp3,angrypunjabi,Akhar,/static/covers/angrypunjabi/1.jpg
238,/static/music/angrypunjabi/2.mp3,angrypunjabi,Backbone,/static/covers/angrypunjabi/2.jpg
239,/static/music/angrypunjabi/3.mp3,angrypunjabi,Bijlee Bijlee,/static/covers/angrypunjabi/3.jpg
240,/static/music/angrypunjabi/4.mp3,angrypunjabi,Dil Da Showroom,/static/covers/angrypunjabi/4.jpg
241,/static/music/angrypunjabi/5.mp3,angrypunjabi,Guilty,/static/covers/angrypunjabi/5.jpg
242,/static/music/angrypunjabi/6.mp3,angrypunjabi,Kya Baat Ay,/static/covers/angrypunjabi/6.jpg
243,/static/music/angrypunjabi/7.mp3,angrypunjabi,Mere Warga,/static/covers/angrypunjabi/7.jpg
244,/static/music/angrypunjabi/8.mp3,angrypunjabi,Raule,/static/covers/angrypunjabi/8.jpg
245,/static/music/angrypunjabi/9.mp3,angrypunjabi,Vibe,/static/covers/angrypunjabi/9.jpg
246,/static/music/angrypunjabi/10.mp3,angrypunjabi,Waalian,/static/covers/angrypunjabi/10.jpg
247,/static/music/fearpunjabi/1.mp3,fearpunjabi,Aukaat,/static/covers/fearpunjabi/1.jpg
248,/static/music/fearpunjabi/2.mp3,fearpunjabi,Baby You,/static/covers/fearpunjabi/2.jpg
249,/static/music/fearpunjabi/3.mp3,fearpunjabi,Gal Karke,/static/covers/fearpunjabi/3.jpg
250,/static/music/fearpunjabi/4.mp3,fearpunjabi,Mill Lo Na,/static/covers/fearpunjabi/4.jpg
251,/static/music/fearpunjabi/5.mp3,fearpunjabi,Nira Ishq,/static/covers/fearpunjabi/5.jpg
252,/static/music/fearpunjabi/6.mp3,fearpunjabi,Prada,/static/covers/fearpunjabi/6.jpg
253,/static/music/fearpunjabi/7.mp3,fearpunjabi,Sakhiyaan,/static/covers/fearpunjabi/7.jpg
254,/static/music/fearpunjabi/8.mp3,fearpunjabi,Tru Talk,/static/covers/fearpunjabi/8.jpg
255,/static/music/fearpunjabi/9.mp3,fearpunjabi,Viah,/static/covers/fearpunjabi/9.jpg
256,/static/music/fearpunjabi/10.mp3,fearpunjabi,Yaari,/static/covers/fearpunjabi/10.jpg
257,/static/music/happypunjabi/1.mp3,happypunjabi,Aukaat,/static/covers/happypunjabi/1.jpg
258,/static/music/happypunjabi/2.mp3,happypunjabi,Baby You,/static/covers/happypunjabi/2.jpg
259,/static/music/happypunjabi/3.mp3,happypunjabi,Gal Karke,/static/covers/happypunjabi/3.jpg
260,/static/music/happypunjabi/4.mp3,happypunjabi,Ik Tera,/static/covers/happypunjabi/4.jpg
261,/static/music/happypunjabi/5.mp3,happypunjabi,Kya Baat Aa,/static/covers/happypunjabi/5.jpg
262,/static/music/happypunjabi/6.mp3,happypunjabi,Mill Lo Na,/static/covers/happypunjabi/6.jpg
263,/static/music/happypunjabi/7.mp3,happypunjabi,Nira Ishq,/static/covers/happypunjabi/7.jpg
264,/static/music/happypunjabi/8.mp3,happypunjabi,Prada,/static/covers/happypunjabi/8.jpg
265,/static/music/happypunjabi/9.mp3,happypunjabi,Sakhiyaan,/static/covers/happypunjabi/9.jpg
266,/static/music/happypunjabi/10.mp3,happypunjabi,Viah,/static/covers/happypunjabi/10.jpg
267,/static/music/neutralpunjabi/1.mp3,neutralpunjabi,Jhanjra,/static/covers/neutralpunjabi/1.jpg
268,/static/music/neutralpunjabi/2.mp3,neutralpunjabi,Kalla Changa,/static/covers/neutralpunjabi/2.jpg
269,/static/music/neutralpunjabi/3.mp3,neutralpunjabi,Lost Love,/static/covers/neutralpunjabi/3.jpg
270,/static/music/neutralpunjabi/4.mp3,neutralpunjabi,Mai Tera Ho Gaya,/static/covers/neutralpunjabi/4.jpg
271,/static/music/neutralpunjabi/5.mp3,neutralpunjabi,Mere Wala Sardar,/static/covers/neutralpunjabi/5.jpg
